condition_name,prefix_k,layer,gen_token_pos,mean_projection,std_projection,n_records,n_prompts
harmful_k03,3,27,18,-4.490885416666667,3.0147824440594477,24,24
harmful_k03,3,27,19,-4.533447265625,2.7731091278653945,24,24
harmful_k03,3,27,20,-4.397298177083333,2.8507712476065654,24,24
harmful_k03,3,27,21,-4.291178385416667,2.7635333863957774,24,24
harmful_k03,3,27,22,-4.64990234375,2.411465129018214,24,24
harmful_k03,3,27,23,-4.9019775390625,2.6521979652991066,24,24
harmful_k03,3,27,24,-4.445231119791667,2.5187753278601805,24,24
harmful_k03,3,27,25,-5.24542236328125,2.59668506800338,24,24
harmful_k03,3,27,26,-5.581380208333333,1.9798724442983198,24,24
harmful_k03,3,27,27,-5.707682291666667,2.7285603127046327,24,24
harmful_k03,3,27,28,-5.215861002604167,2.7868098156518677,24,24
harmful_k03,3,27,29,-6.194293478260869,1.8245632679527315,23,23
harmful_k03,3,27,30,-7.006793478260869,2.0069283962095783,23,23
harmful_k03,3,27,31,-6.840353260869565,2.073125803591594,23,23
harmful_k03,3,27,32,-6.039826766304348,2.7774364437962915,23,23
harmful_k03,3,27,33,-5.5838145380434785,2.5005197791348945,23,23
harmful_k03,3,27,34,-5.873641304347826,2.947044843523133,23,23
harmful_k03,3,27,35,-6.187839673913044,2.6024980810092813,23,23
harmful_k03,3,27,36,-6.165760869565218,2.1789439975544935,23,23
harmful_k03,3,27,37,-5.278277853260869,2.5686512044149192,23,23
harmful_k03,3,27,38,-6.041779891304348,2.777159552987265,23,23
harmful_k03,3,27,39,-6.150815217391305,2.3933592443406764,23,23
harmful_k03,3,27,40,-6.944123641304348,2.2238431094545756,23,23
harmful_k03,3,27,41,-6.817255434782608,2.083620312291322,23,23
harmful_k03,3,27,42,-6.7325917119565215,2.6523316500272283,23,23
harmful_k03,3,27,43,-6.4376698369565215,2.561040824896196,23,23
harmful_k03,3,27,44,-6.711574388586956,3.20214032327709,23,23
harmful_k03,3,27,45,-6.578125,1.7856865105388613,23,23
harmful_k03,3,27,46,-5.879415760869565,2.6460856098298375,23,23
harmful_k10,10,16,0,1.45873046875,0.6891544133688026,25,25
harmful_k10,10,16,1,0.82427734375,1.28745728023728,25,25
harmful_k10,10,16,2,0.8017724609375,0.8900192751877778,25,25
harmful_k10,10,16,3,0.981640625,1.4827291633386663,25,25
harmful_k10,10,16,4,1.223359375,1.3129550060379243,25,25
harmful_k10,10,16,5,0.84515625,1.375147438236359,25,25
harmful_k10,10,16,6,0.73453125,1.5313830591635882,25,25
harmful_k10,10,16,7,0.627578125,1.6161350844486082,25,25
harmful_k10,10,16,8,0.353515625,1.384880302117517,24,24
harmful_k10,10,16,9,0.09873498004415761,1.1908083657580826,23,23
harmful_k10,10,16,10,-0.008555536684782608,1.0912117362746365,23,23
harmful_k10,10,16,11,-0.00033967391304347825,1.3221370280303157,23,23
harmful_k10,10,16,12,-0.14334239130434784,1.186170315650985,23,23
harmful_k10,10,16,13,-0.2507218070652174,1.133844900044733,23,23
harmful_k10,10,16,14,-0.13202700407608695,1.1364752435516636,23,23
harmful_k10,10,16,15,-0.11005965523097826,1.2697599579742989,23,23
harmful_k10,10,16,16,0.039370329483695655,1.468012505096383,23,23
harmful_k10,10,16,17,-0.18842348845108695,1.231792923042607,23,23
harmful_k10,10,16,18,-0.49772843070652173,1.1074945786143593,23,23
harmful_k10,10,16,19,-0.5969432484019886,0.9078627967600061,22,22
harmful_k10,10,16,20,-0.6303357211026278,1.1619417958274167,22,22
harmful_k10,10,16,21,-0.4623080166903409,1.246472846667424,22,22
harmful_k10,10,16,22,-0.5700905539772727,1.2463548529576935,22,22
harmful_k10,10,16,23,-0.27725074404761907,1.280890592259668,21,21
harmful_k10,10,16,24,-0.5580051967075893,1.2126125660096203,21,21
harmful_k10,10,16,25,-0.6628999255952381,1.1383461276026017,21,21
harmful_k10,10,16,26,-0.5083705357142857,1.183124091865065,21,21
harmful_k10,10,16,27,-0.7550339471726191,1.1418024660723094,21,21
harmful_k10,10,16,28,-0.6839192708333334,1.1760513992289785,21,21
harmful_k10,10,16,29,-0.8380795433407738,1.2168355203778207,21,21
harmful_k10,10,16,30,-0.6390904017857143,1.2135601392346127,21,21
harmful_k10,10,16,31,-0.7495349702380952,0.8806871940492398,21,21
