prefix_k,0,4,8,12,16,20,24,27
0,0.013775395092211271,0.1269634347212942,0.6623751590126439,1.6096242804276315,1.420987299868935,1.8619779887952304,1.0127688759251645,-0.029039242393092104
3,0.013688737430104767,0.25878157862525547,1.079716238079019,1.6683629423136281,0.1687079983121368,-0.4925613611205722,-3.3272861407953,-5.684345297332681
10,0.012377428228144527,0.19598401954247094,0.9382897167152681,1.2979840036886316,-0.19131436786279704,-0.7228686191909492,-3.378262788140342,-5.91708646046418
